sample,fall_score,adl_score,class,truth_label
D01_SA20_R01.csv,90557.23935724117,103427.14424730818,0,0
D02_SA20_R01.csv,44906.69334987998,78707.83587263786,0,0
D03_SA20_R01.csv,-57869.56329322662,-32124.664128478995,0,0
D04_SA20_R01.csv,-96985.45882621818,-82853.60462943313,0,0
D14_SA20_R01.csv,10705.858865183061,4177.5963501034985,0,0
D14_SA20_R02.csv,8715.492085602782,3428.6802310099183,0,0
D14_SA20_R03.csv,11276.481743464357,4746.7907954180655,0,0
D14_SA20_R04.csv,10406.568987929593,4529.7681998525195,0,0
D14_SA20_R05.csv,10882.777172257107,4642.390871495006,0,0
D15_SA20_R01.csv,13391.423721819947,12250.791899464108,0,0
D15_SA20_R02.csv,13336.665410372625,12285.03938241487,0,0
D15_SA20_R03.csv,12957.231662235235,12360.798433409702,0,0
D15_SA20_R04.csv,13618.674676520275,12304.9340220726,0,0
D15_SA20_R05.csv,13627.89146944579,12294.871885933415,0,0
D18_SA20_R01.csv,8143.439243332428,10197.139868263492,0,0
D18_SA20_R02.csv,8361.090562154675,10423.772606200826,0,0
D18_SA20_R03.csv,8620.812900130413,10845.401231490338,0,0
D18_SA20_R04.csv,8857.036363201756,11011.703577211198,0,0
D18_SA20_R05.csv,7823.391831331906,10356.18394473874,0,0
D19_SA20_R01.csv,9226.320216280354,9379.330321203843,0,0
D19_SA20_R02.csv,9233.008902532973,9437.292114550559,0,0
D19_SA20_R03.csv,9048.511072883262,9037.842005391894,0,0
D19_SA20_R04.csv,9108.617208801948,9196.295515024442,0,0
D19_SA20_R05.csv,8645.188112957701,8829.66496659962,0,0
F01_SA20_R01.csv,12257.354702663557,-8274.817773608085,1,1
F01_SA20_R02.csv,11556.454094009128,-2096.730893734507,1,1
F01_SA20_R04.csv,9543.041901694525,8893.45482138263,0,1
F01_SA20_R05.csv,6849.330463136161,-1306.073895445458,1,1
F02_SA20_R01.csv,6436.701358319307,5175.794350810188,0,1
F02_SA20_R02.csv,10202.103420038471,11611.061797006776,0,1
F02_SA20_R03.csv,10854.260963662364,11529.22542993993,0,1
F02_SA20_R04.csv,9695.96243216743,7274.980479649036,0,1
F02_SA20_R05.csv,7958.45175284502,7140.474884190432,0,1
F03_SA20_R01.csv,11228.043801946387,11400.418659327046,0,1
F03_SA20_R02.csv,5704.928667967109,1870.1528728475942,0,1
F03_SA20_R03.csv,9168.841276280573,6138.452712371215,0,1
F03_SA20_R04.csv,7951.189173704239,6925.154062723892,0,1
F03_SA20_R05.csv,5515.44407709949,2937.491101835335,0,1
F04_SA20_R01.csv,10260.539274086752,6839.287755739127,0,1
F04_SA20_R02.csv,12862.875750956575,3709.1807484658034,0,1
F04_SA20_R03.csv,10180.01559362939,-14883.574527558387,1,1
F04_SA20_R04.csv,9761.531680302835,-611.0104852111623,1,1
F04_SA20_R05.csv,8509.115920167356,-7786.017854379974,1,1
F05_SA20_R01.csv,402.13642941857273,-19364.993077967363,1,1
F05_SA20_R02.csv,-1939.1279024095159,-10096.34854345863,0,1
F05_SA20_R03.csv,2223.4267292751038,-5679.125182741243,1,1
F05_SA20_R04.csv,-2943.566016858214,-6536.46403037991,0,1
F05_SA20_R05.csv,-1077.7849945365115,-3148.022140522263,0,1
F06_SA20_R01.csv,9385.572807598584,6827.166553173366,0,1
F06_SA20_R02.csv,8865.717536515223,6655.613272540668,0,1
F06_SA20_R03.csv,9235.260303189003,6167.270535145488,0,1
F06_SA20_R04.csv,7361.102052348029,6035.711538876582,0,1
F06_SA20_R05.csv,5665.180199436166,5121.785934283018,0,1
F08_SA20_R01.csv,15032.691055786014,8833.915823990566,0,1
F08_SA20_R02.csv,15605.513004080673,10029.320387636104,0,1
F08_SA20_R03.csv,15013.429517890092,3207.154644971524,0,1
F08_SA20_R04.csv,14645.060787167406,9689.799855153498,0,1
F08_SA20_R05.csv,14349.62159274942,5306.165173350205,0,1
F09_SA20_R01.csv,7039.349818266418,2327.7062510381584,0,1
F09_SA20_R02.csv,8366.35804942435,3283.150290236763,0,1
F09_SA20_R03.csv,12463.559931229514,11260.87665329302,0,1
F09_SA20_R04.csv,7457.755785528452,2667.5289658853894,0,1
F09_SA20_R05.csv,8536.244174144314,4351.753100203824,0,1
F10_SA20_R01.csv,16008.502099436238,2294.617631141228,0,1
F10_SA20_R02.csv,16397.55383782786,10121.414879480708,0,1
F10_SA20_R03.csv,16271.714209183272,8426.874629988026,0,1
F10_SA20_R05.csv,14896.056263590957,8203.489109386446,0,1
F11_SA20_R01.csv,9641.623917998277,4851.682390040211,0,1
F11_SA20_R02.csv,8899.80649167414,4857.514656134246,0,1
F11_SA20_R03.csv,12773.63245953153,11141.209142605843,0,1
F11_SA20_R04.csv,10930.630351264803,8960.915717837399,0,1
F11_SA20_R05.csv,15052.176615443515,12518.972615994682,0,1
F12_SA20_R01.csv,12853.647120075957,11195.080682655987,0,1
F12_SA20_R02.csv,14346.500243160603,13118.875583504658,0,1
F12_SA20_R03.csv,14003.48759893821,12754.996543809168,0,1
F12_SA20_R04.csv,6110.880579448246,1762.8565797805845,0,1
F12_SA20_R05.csv,11556.37862935976,5972.135961033886,0,1
F13_SA20_R01.csv,15090.715417627925,13571.674637476577,0,1
F13_SA20_R02.csv,15838.271591508905,13949.349919275448,0,1
F13_SA20_R03.csv,14930.856049807311,13989.461219948482,0,1
F13_SA20_R04.csv,14467.910999560765,13255.822847036778,0,1
F13_SA20_R05.csv,6423.346071176981,3182.6629616262016,0,1
F14_SA20_R01.csv,13431.381146599759,5007.031244638531,0,1
F14_SA20_R02.csv,13722.711284956036,12796.250061914248,0,1
F14_SA20_R03.csv,14911.240745173827,5182.408396531447,0,1
F14_SA20_R04.csv,11512.181418424796,5220.066765454574,0,1
F14_SA20_R05.csv,11698.582991425461,6115.7642806313725,0,1
F15_SA20_R01.csv,7275.760573725542,1489.5944731208544,0,1
F15_SA20_R02.csv,5178.880983201897,-1315.1376528341452,1,1
F15_SA20_R03.csv,5950.390943155336,238.16624811372117,1,1
F15_SA20_R04.csv,12947.565884752354,11388.40254115311,0,1
F15_SA20_R05.csv,15435.938634554175,7290.486898609882,0,1
D01_SA21_R01.csv,98134.28358687952,105584.40303837432,0,0
D02_SA21_R01.csv,55251.31213754767,94984.58046631911,0,0
D03_SA21_R01.csv,-41667.0486892608,-22233.32710882854,0,0
D04_SA21_R01.csv,-69343.8295535159,-60387.13590865289,0,0
D14_SA21_R01.csv,10186.257662495744,6447.437912342518,0,0
D14_SA21_R02.csv,10608.651258322912,5604.482706758647,0,0
D14_SA21_R03.csv,10934.88315735331,7441.891544317583,0,0
D14_SA21_R04.csv,9936.29162282724,8085.557664508787,0,0
D14_SA21_R05.csv,7256.71912159131,4515.503699558057,0,0
D15_SA21_R01.csv,13059.447164383275,12524.4764356853,0,0
D15_SA21_R02.csv,13126.977308947453,12606.120131291904,0,0
D15_SA21_R03.csv,12996.795185075947,12529.608107785698,0,0
D15_SA21_R04.csv,13007.608457029228,12565.863733517073,0,0
D15_SA21_R05.csv,12942.751746300386,12590.364870900212,0,0
D18_SA21_R01.csv,7786.028136390302,10352.137227363295,0,0
D18_SA21_R02.csv,8552.066419691655,11009.724839977745,0,0
D18_SA21_R03.csv,7641.029612052337,10435.85138782969,0,0
D18_SA21_R04.csv,7949.678030535106,10847.625727068682,0,0
D18_SA21_R05.csv,7315.062018806603,10458.134613796592,0,0
D19_SA21_R01.csv,9040.532775264557,9071.760585135806,0,0
D19_SA21_R02.csv,9224.333934406044,9687.902861360855,0,0
D19_SA21_R03.csv,9340.548089212105,9419.084845595056,0,0
D19_SA21_R04.csv,9468.528034674706,9886.655004539864,0,0
D19_SA21_R05.csv,9427.75608917415,9977.77935081032,0,0
F01_SA21_R01.csv,6671.114618036875,-22208.859545280313,1,1
F01_SA21_R02.csv,5814.330152915776,-9750.060316413601,1,1
F01_SA21_R03.csv,9334.657585892284,-6966.823582158156,1,1
F01_SA21_R04.csv,8664.667039397453,3676.0373275844577,0,1
F01_SA21_R05.csv,10686.634685912913,2469.05118711517,0,1
F02_SA21_R01.csv,11359.91581953129,6522.9299074690725,0,1
F02_SA21_R02.csv,11245.933957633337,5656.499495205679,0,1
F02_SA21_R03.csv,10767.013428227658,10758.51947318557,0,1
F02_SA21_R04.csv,10708.64174820989,5554.373754249979,0,1
F02_SA21_R05.csv,5966.531007723529,-3339.663811536148,1,1
F03_SA21_R01.csv,10160.40677105072,9935.547064039569,0,1
F03_SA21_R02.csv,11500.679761284626,12154.72895669719,0,1
F03_SA21_R03.csv,6382.18420264831,4228.908106902794,0,1
F03_SA21_R04.csv,3663.5323035352253,-1138.1150705639375,1,1
F03_SA21_R05.csv,10033.092870416593,2416.563770881767,0,1
F04_SA21_R01.csv,11253.077916736862,-13156.447268971064,1,1
F04_SA21_R02.csv,11463.745345781615,7333.266752739309,0,1
F04_SA21_R03.csv,12289.4916180974,7315.737578025619,0,1
F04_SA21_R04.csv,12467.822969365669,1765.4179116159103,0,1
F04_SA21_R05.csv,11035.290383680329,2540.7427765327193,0,1
F05_SA21_R01.csv,7056.593291670544,-458.0393371249858,1,1
F05_SA21_R02.csv,6287.13644527599,-3727.843204116809,1,1
F05_SA21_R03.csv,3363.0123748499263,-3989.3519579565223,1,1
F05_SA21_R04.csv,9100.91838603607,4514.411564586851,0,1
F05_SA21_R05.csv,8737.599901244173,6034.181552342577,0,1
F06_SA21_R01.csv,5796.654325284716,3789.6923029928616,0,1
F06_SA21_R02.csv,5916.679743566072,2659.661014902677,0,1
F06_SA21_R03.csv,10556.89818286788,11780.659924272048,0,1
F06_SA21_R04.csv,8768.247184078296,3948.5428591536465,0,1
F06_SA21_R05.csv,8484.144263254339,7290.679003041442,0,1
F08_SA21_R01.csv,6915.12725654276,1874.9663602907917,0,1
F08_SA21_R02.csv,14913.047308287474,4997.809257658151,0,1
F08_SA21_R03.csv,14519.102940693865,11917.638783344104,0,1
F08_SA21_R04.csv,14846.388587823825,7626.890061269129,0,1
F08_SA21_R05.csv,14943.473258357097,9607.946705570153,0,1
F09_SA21_R01.csv,12739.834362161475,11906.793037538666,0,1
F09_SA21_R02.csv,7642.511926262582,4050.667224016736,0,1
F09_SA21_R03.csv,7176.657876295849,1644.8648160304385,0,1
F09_SA21_R04.csv,8485.655412476664,3732.305685014037,0,1
F09_SA21_R05.csv,8133.744859822091,4925.496829097922,0,1
F10_SA21_R01.csv,7472.212852209761,4028.8985038385554,0,1
F10_SA21_R02.csv,9033.95085409953,2584.8847545700232,0,1
F10_SA21_R03.csv,13103.106214750067,2592.7827773420195,0,1
F10_SA21_R04.csv,13192.327951149779,3429.6793404021596,0,1
F10_SA21_R05.csv,13515.709149940669,12900.911768242391,0,1
F11_SA21_R01.csv,15370.360103720588,14288.327562974458,0,1
F11_SA21_R02.csv,14780.683395194987,13714.815767145476,0,1
F11_SA21_R03.csv,15312.94814864451,10526.814792365762,0,1
F11_SA21_R04.csv,14444.944575434738,13275.51987399411,0,1
F11_SA21_R05.csv,14455.252829146053,6516.517861652051,0,1
F12_SA21_R01.csv,10063.733156735601,9076.204289955089,0,1
F12_SA21_R02.csv,12737.629893846019,11762.505112256182,0,1
F12_SA21_R03.csv,12957.418476658786,12394.596610905317,0,1
F12_SA21_R04.csv,6884.878064021392,1688.8783866824235,0,1
F12_SA21_R05.csv,7667.954980992332,2630.264698070507,0,1
F13_SA21_R01.csv,9847.795321195632,3033.3668860774255,0,1
F13_SA21_R02.csv,6955.086106737292,2394.2103844000007,0,1
F13_SA21_R03.csv,14959.515507482573,13210.860996669066,0,1
F13_SA21_R04.csv,13134.989504642135,12400.179727388317,0,1
F13_SA21_R05.csv,8402.81815444039,3341.6116306502236,0,1
F14_SA21_R01.csv,15912.107796925775,5483.5831717622195,0,1
F14_SA21_R02.csv,10450.37394936683,4981.388108817527,0,1
F14_SA21_R03.csv,12474.727883036257,5208.777779927782,0,1
F14_SA21_R04.csv,9279.731498355766,3585.3747921239183,0,1
F14_SA21_R05.csv,8889.104770757625,4799.155549698911,0,1
F15_SA21_R01.csv,6411.679864800858,1619.1602791553805,0,1
F15_SA21_R02.csv,6544.854864535098,1810.3910219097825,0,1
F15_SA21_R03.csv,13634.099613893666,10152.694858252851,0,1
F15_SA21_R04.csv,7939.838678842828,1716.3107726970716,0,1
F15_SA21_R05.csv,14978.831549914568,13501.054626552692,0,1
D01_SA22_R01.csv,21373.60885337336,63319.471258735975,0,0
D02_SA22_R01.csv,-4784.130918689732,27344.15707247971,0,0
D03_SA22_R01.csv,-76386.11242388196,-52778.384571043156,0,0
D04_SA22_R01.csv,-88017.23660220591,-76921.12101298937,0,0
D14_SA22_R01.csv,11436.109812635686,5598.357101166162,0,0
D14_SA22_R02.csv,12312.388532192243,5078.542888309748,0,0
D14_SA22_R03.csv,12245.5731054212,5234.099520730937,0,0
D14_SA22_R04.csv,11061.631686664432,6200.515989924872,0,0
D14_SA22_R05.csv,12299.855642451601,7807.855205838437,0,0
D15_SA22_R01.csv,13294.84297705842,8872.199198540826,0,0
D15_SA22_R02.csv,13169.680520542468,9745.715044881834,0,0
D15_SA22_R03.csv,13264.77945017421,10606.511296861048,0,0
D15_SA22_R04.csv,13011.566879065924,7260.741122257916,0,0
D15_SA22_R05.csv,12176.332396832851,8935.5529842479,0,0
D18_SA22_R01.csv,7376.38213979441,10385.23923981195,0,0
D18_SA22_R02.csv,7611.422440322506,10612.280231288221,0,0
D18_SA22_R03.csv,7609.038220565099,10608.10232949277,0,0
D18_SA22_R04.csv,7593.950833817577,10202.028793825712,0,0
