,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),Label
0,-1.015625,-0.04296875,0.0078125,0
1,-1.0078125,-0.046875,0.0078125,0
2,-1.0234375,-0.0390625,0.015625,0
3,-1.01953125,-0.05078125,0.0,0
4,-1.01171875,-0.04296875,0.0,0
5,-1.01953125,-0.03515625,0.0234375,0
6,-1.015625,-0.0234375,0.01953125,0
7,-1.02734375,-0.0390625,0.0234375,0
8,-1.00390625,-0.046875,-0.00390625,0
9,-1.01171875,-0.0546875,0.0,0
10,-1.01171875,-0.0546875,0.00390625,0
11,-1.01953125,-0.05078125,0.0,0
12,-1.02734375,-0.06640625,0.00390625,0
13,-1.00390625,-0.04296875,0.0,0
14,-1.01171875,-0.04296875,0.00390625,0
15,-1.0078125,-0.0234375,0.015625,0
16,-1.01953125,-0.0390625,-0.00390625,0
17,-1.01953125,-0.05078125,0.0,0
18,-1.0234375,-0.0546875,0.015625,0
19,-1.03125,-0.046875,0.01953125,0
20,-1.01953125,-0.0546875,0.00390625,0
21,-1.01953125,-0.046875,0.0,0
22,-1.01953125,-0.03515625,0.01171875,0
23,-1.03125,-0.0546875,0.0234375,0
24,-1.015625,-0.0546875,0.00390625,0
25,-1.015625,-0.0390625,0.0,0
26,-1.0234375,-0.07421875,-0.00390625,0
27,-1.01171875,-0.05859375,0.0078125,0
28,-1.015625,-0.0390625,0.0078125,0
29,-1.01953125,-0.05859375,0.015625,0
30,-1.01953125,-0.0546875,0.01953125,0
31,-1.0234375,-0.0625,0.01171875,0
32,-1.01953125,-0.05078125,0.0078125,0
33,-1.03125,-0.0703125,0.01171875,0
34,-1.0078125,-0.046875,0.01171875,0
35,-1.0078125,-0.06640625,0.00390625,0
36,-1.02734375,-0.06640625,0.0234375,0
37,-1.015625,-0.04296875,0.03515625,0
38,-1.015625,-0.046875,0.00390625,0
39,-1.015625,-0.05859375,0.0078125,0
40,-1.015625,-0.046875,0.0,0
41,-1.01953125,-0.046875,0.0078125,0
42,-1.0234375,-0.0390625,0.01171875,0
43,-1.0078125,-0.046875,0.0234375,0
44,-1.015625,-0.03515625,0.0078125,0
45,-1.00390625,-0.0390625,0.01171875,0
46,-1.015625,-0.03515625,0.0078125,0
47,-1.02734375,-0.078125,0.0234375,0
48,-1.02734375,-0.05078125,0.015625,0
49,-1.015625,-0.05078125,0.00390625,0
50,-1.01953125,-0.0390625,0.0,0
51,-1.02734375,-0.0546875,0.0078125,0
52,-1.01953125,-0.0390625,0.00390625,0
53,-1.015625,-0.0546875,0.00390625,0
54,-1.01953125,-0.046875,0.00390625,0
55,-1.0234375,-0.03515625,-0.00390625,0
56,-1.02734375,-0.0390625,0.01171875,0
57,-1.02734375,-0.05078125,0.0078125,0
58,-1.03515625,-0.04296875,0.0,0
59,-1.01171875,-0.046875,0.00390625,0
60,-1.015625,-0.05859375,0.0,0
61,-1.02734375,-0.0546875,0.0078125,0
62,-1.01953125,-0.05078125,0.01953125,0
63,-1.0234375,-0.046875,0.0078125,0
64,-1.01953125,-0.05078125,0.0,0
65,-1.02734375,-0.04296875,0.0,0
66,-1.01171875,-0.05078125,-0.0078125,0
67,-1.0234375,-0.05078125,0.0,0
68,-1.03125,-0.04296875,0.01171875,0
