,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
0,-0.0146484375,-0.9462890625,-0.2412109375
1,-0.01171875,-0.94921875,-0.236328125
2,-0.0166015625,-0.9462890625,-0.2333984375
3,-0.0126953125,-0.9521484375,-0.2373046875
4,-0.0166015625,-0.9423828125,-0.2373046875
5,-0.013671875,-0.947265625,-0.2431640625
6,-0.01953125,-0.9443359375,-0.240234375
7,-0.015625,-0.947265625,-0.2431640625
8,-0.0185546875,-0.9453125,-0.2412109375
9,-0.017578125,-0.9423828125,-0.23828125
10,-0.0205078125,-0.947265625,-0.2412109375
11,-0.0244140625,-0.943359375,-0.2431640625
12,-0.0263671875,-0.9482421875,-0.2421875
13,-0.0205078125,-0.947265625,-0.2373046875
14,-0.025390625,-0.94921875,-0.2353515625
15,-0.0244140625,-0.9541015625,-0.2373046875
16,-0.0234375,-0.9482421875,-0.2373046875
17,-0.02734375,-0.9482421875,-0.236328125
18,-0.01953125,-0.955078125,-0.2314453125
19,-0.021484375,-0.9453125,-0.2353515625
20,-0.017578125,-0.9443359375,-0.2333984375
21,-0.0107421875,-0.9443359375,-0.23828125
22,-0.0185546875,-0.9404296875,-0.236328125
23,-0.0166015625,-0.9423828125,-0.23828125
24,-0.015625,-0.9482421875,-0.2373046875
25,-0.0224609375,-0.9423828125,-0.2373046875
26,-0.0205078125,-0.94921875,-0.23828125
27,-0.01953125,-0.9462890625,-0.2333984375
28,-0.0185546875,-0.94921875,-0.2392578125
29,-0.0224609375,-0.9462890625,-0.23828125
30,-0.0224609375,-0.947265625,-0.2353515625
31,-0.013671875,-0.9541015625,-0.2392578125
32,-0.01953125,-0.9482421875,-0.236328125
33,-0.01953125,-0.9453125,-0.23828125
34,-0.0146484375,-0.94921875,-0.2373046875
35,-0.01953125,-0.9443359375,-0.2392578125
36,-0.01953125,-0.9453125,-0.2333984375
37,-0.0185546875,-0.943359375,-0.2431640625
38,-0.015625,-0.94921875,-0.240234375
39,-0.017578125,-0.9501953125,-0.2373046875
40,-0.0185546875,-0.9541015625,-0.2333984375
41,-0.015625,-0.9521484375,-0.240234375
42,-0.017578125,-0.9501953125,-0.2392578125
43,-0.017578125,-0.9482421875,-0.2412109375
44,-0.0185546875,-0.9462890625,-0.2421875
45,-0.0224609375,-0.947265625,-0.23828125
46,-0.0205078125,-0.9482421875,-0.236328125
47,-0.017578125,-0.9462890625,-0.2373046875
48,-0.01953125,-0.9482421875,-0.240234375
49,-0.0185546875,-0.9453125,-0.23828125
50,-0.01953125,-0.9443359375,-0.240234375
51,-0.0244140625,-0.9453125,-0.2333984375
52,-0.025390625,-0.94921875,-0.23828125
53,-0.0185546875,-0.9462890625,-0.234375
54,-0.015625,-0.9501953125,-0.2333984375
55,-0.01953125,-0.94921875,-0.236328125
56,-0.021484375,-0.947265625,-0.234375
57,-0.0234375,-0.9462890625,-0.232421875
58,-0.0283203125,-0.9443359375,-0.2353515625
