,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
0,0.015625,-0.97265625,0.12109375
1,0.03125,-0.9609375,0.10546875
2,0.03125,-0.95703125,0.11328125
3,0.01953125,-0.96484375,0.1171875
4,0.0234375,-0.96875,0.10546875
5,0.01953125,-0.96484375,0.16015625
6,0.0234375,-0.96484375,0.11328125
7,0.03515625,-0.96875,0.1171875
8,0.01171875,-0.95703125,0.10546875
9,0.01953125,-0.94140625,0.09375
10,0.015625,-0.953125,0.109375
11,0.0234375,-0.95703125,0.1328125
12,0.01953125,-0.95703125,0.1015625
13,0.0390625,-0.97265625,0.11328125
14,0.03125,-0.953125,0.09765625
15,0.01171875,-0.9609375,0.10546875
16,0.03515625,-0.98828125,0.11328125
17,0.02734375,-0.96484375,0.109375
18,0.03125,-0.96875,0.10546875
19,0.03515625,-0.9765625,0.12890625
20,0.02734375,-0.98046875,0.11328125
21,0.02734375,-0.9765625,0.10546875
22,0.02734375,-0.9609375,0.11328125
23,0.015625,-0.97265625,0.11328125
24,0.0234375,-0.9765625,0.0859375
25,0.01953125,-0.9765625,0.1171875
26,0.02734375,-0.984375,0.1484375
27,0.0234375,-0.96875,0.109375
28,0.02734375,-0.9609375,0.09765625
29,0.01953125,-0.96484375,0.08984375
30,0.0234375,-0.96875,0.0859375
31,0.01953125,-0.96484375,0.09765625
32,0.01953125,-0.96484375,0.09375
33,0.0078125,-0.9765625,0.1015625
34,0.0078125,-0.9609375,0.08984375
35,0.015625,-0.95703125,0.08203125
36,0.03125,-0.9609375,0.12109375
37,0.015625,-0.94921875,0.08984375
38,0.01953125,-0.95703125,0.10546875
39,0.015625,-0.94140625,0.11328125
40,0.0234375,-0.95703125,0.1171875
41,0.03125,-0.95703125,0.109375
42,0.02734375,-0.95703125,0.1171875
43,0.03125,-0.9609375,0.1171875
44,0.0234375,-0.95703125,0.10546875
45,0.02734375,-0.96484375,0.09375
46,0.02734375,-0.953125,0.08984375
47,0.01953125,-0.9609375,0.1171875
48,0.015625,-0.96875,0.09375
49,0.02734375,-0.9609375,0.09765625
50,0.02734375,-0.95703125,0.10546875
51,0.04296875,-0.9609375,0.09375
52,0.02734375,-0.9609375,0.0859375
53,0.02734375,-0.96484375,0.11328125
54,0.02734375,-0.95703125,0.109375
55,0.015625,-0.953125,0.1171875
